iter	MultiClass
219	0.002567958391
220	0.002565886347
221	0.00256387175
222	0.002562202602
223	0.002560356798
224	0.002558266188
225	0.002556515606
226	0.00226	0.0026227	0.002227	0.0026228	0.00228	0.00263229	0.00229	0.00263230	0.00230	0.00263231	0.00231	0.00262232	0.00232	0.00260233	0.00233	0.0026234	0.002234	0.0025235	0.002503416266
236	0.002484527494
237	0.002483167777
238	0.002460346206
239	0.002459041728
240	0.002457527353
241	0.002456313311
242	0.002455179113
243	0.002453751867
244	0.002452531951
245	0.002451334961
246	0.002436442241
247	0.002435274649
248	0.002418880385
249	0.002402952822
250	0.002401563127
251	0.002400239287
252	0.002398951016
253	0.002397868827
254	0.002396897507
255	0.002383059276
256	0.002381754015
257	0.002380777764
258	0.00236680621
259	0.002365686373
260	0.002349654512
261	0.002348713359
262	0.002347462607
263	0.002332793217
264	0.002331431395
265	0.002313759397
266	0.00229851347
267	0.002297473799
268	0.002296520115
269	0.002295706011
270	0.002294901804
271	0.002294061174
272	0.002292417591
273	0.002275812184
274	0.002265032573
275	0.002251306291
276	0.002250507328
277	0.002249714543
278	0278	0.0022372279	0.279	0.0022365280	0.280	0.0022356281	0.281	0.0022199282	0.282	0.0022189283	0.283	0.0022182284	0.284	0.0022024285	0.285	0.0021855286	0286	0.00218476287	0287	0.00218388288	0.002152527627
289	0.002151740277
290	0290	0.00216906291	0291	0.00216828292	0292	0.00216734293	0293	0.00216668294	0294	0.00215025295	0295	0.00214950296	0296	0.00213545297	0297	0.00213478298	0298	0.00212197466
299	0.002121170228
300	0.002102973293
301	0.002092046455
302	0.002091117691
303	0.002090228892
304	0.002089551687
305	0.002088819306306	0.0020881063307307	0.0020870766308308	0.0020721292309309	0.0020715161310310	0.002070777424
311	0.002057561216
312	0.002056750074
313	0.0020450409314314	0.0020442006315315	0.0020307567316316	0.0020301275317317	0.0020293236318318	0.0020156200319319	0.0020021121320320	0.002001423399
321	0.001989879159
322	0.001989280323	323	0.001988700324	324	0.001988122398
325	0.001987430256
326	0.001976748997
327	0.0019761328	0328	0.0019755329	0.329	0.0019640330	0.330	0.001948185186
331	0.001934332	0.0332	0.001933333	0.0333	0.001922334	0.0334	0.0019108413
335	0.001900169743
336	0.001887791042
337	0.0018871941
338	0.001886579283
339	0.001885613473
340	0.001884911405
341	0.00187449027
342	0.00186419949
343	0.001863545542
344	0.001852747993
345	0.001840734352
346	0.001840201512
347	0.001839685484
348	0.001828848475
349	0.001828320989
350	0.00182784279
351	0.001816765919
352	0.001816242085
353	0.001802863274
354	0.001802376678
355	0.001792837745
356	0.001792348701
357	0.001791860457
358	0.001791399002
359	0.001780708126
360	0.001766855831
361	0.001766412646
362	0.001765937121
363	0.001765427446
364	0.001764854514
365	0.001764255559
366	0.001763801529
367	0.001763354506
368	0.001753170913
369	0.001752557469
370	0.001752002118
371	0.001743194695
372	0.001742627643
373	0.001742159719
374	0.001732352446
375	0.001723474218
376	0.001723071472
377	0.001722679078
378	0.001722218011
379	0.001721790762
380	0.001721366325
381	0.001720973231
382	0.001720328442
383	0.001719929879
384	0.001719237467
385	0.001718540745
386	0.001705887975
387	0.001705379616
388	0.001696774176
389	0.001688740348
390	0.001688309604
391	0.001678643695
392	0.001670301088
393	0.001661576165
394	0.001652320007
395	0.001651821461
396	0.00165142097
397	0.001642467355
398	0.001631520989
399	0.001631127516
400	0.001630555357
401	0.001630140984
402	0.001629770325
403	0.00162075373
404	0.00162028781
405	0.001619912551
406	0.001611104059
407	0.001610592042
408	0.00160209955
409	0.001601654246
410	0.0016012189
411	0.00160088743
412	0.001600501593
413	0.00160015223
414	0.001591755256
415	0.00158396019
416	0.0015757119
417	0.001568379082
418	0.001567885832
419	0.001559813683
420	0.00155934213
421	0.001559014009
422	0.001558616685
423	0.00155828684
424	0.00155797722
425	0.001557579824
426	0.001549445331
427	0.001549113895
428	0.001538960354
429	0.001538625707
430	0.001530130859
431	0.001521829464
432	0.001520743955
433	0.001520441815
434	0.001520139719
435	0.001519754988
436	0.001519418692
437	0.001518979301
438	0.001511210515
439	0.001510924981
440	0.001510549542
441	0.001510253028
442	0.00150996724
443	0.001509632918
444	0.001509334342
445	0.001509032478
446	0.001508737535
447	0.001500341924
448	0.001500023515
449	0.001499715247
450	0.001499409946
451	0.001491961517
452	0.001491607021
453	0.001491219565
454	0.001480465846
455	0.001474393008
456	0.001466504085
457	0.001459395177
458	0.001459114889
459	0.001458764339
460	0.00145142762
461	0.001446249952
462	0.001445906299
463	0.001445638956
464	0.001438289258
465	0.001432274353
466	0.001431989358
467	0.001431501102
468	0.001423980491
469	0.001423699351
470	0.001418028349
471	0.00141772936
472	0.00141745956
473	0.001417183342
474	0.001416916331
475	0.001416672242
476	0.001410064745
477	0.001403401631
478	0.00140303247
479	0.001402671571
480	0.001402350082
481	0.00139399967
482	0.001393564409
483	0.00138659682
484	0.001380855047
485	0.001374333079
486	0.001373976478
487	0.001373697719
488	0.001367134687
489	0.001360966463
490	0.001353985444
491	0.001347396864
492	0.001346902293
493	0.001346652937
494	0.001346433089
495	0.001346182
496	0.001340132737
497	0.001334203639
498	0.001333763435
499	0.001333428359
500	0.001333101732
501	0.001332816194
502	0.001332598126
503	0.001326759332
504	0.001326507692
505	0.001326294454
506	0.00132048021
507	0.001320264568
508	0.001319990226
509	0.001315302564
510	0.001308396532
511	0.001308071307
512	0.001307868932
513	0.001300648415
514	0.001300394846
515	0.001294805948
516	0.001289706395
517	0.001282611082
518	0.001276788097
519	0.001276538076
520	0.001276295719
521	0.001269858981
522	0.001269554356
523	0.001269329016
524	0.001269063546
525	0.001263963496
526	0.001259183501
527	0.00125225195
528	0.001247514353
529	0.001247074113
530	0.001246854619
531	0.001246637319
532	0.001246419725
533	0.001242448992
534	0.001236852357
535	0.001236640029
536	0.001236445971
537	0.001229974082
538	0.001229750749
539	0.001229460403
540	0.001224187837
541	0.001223962811
542	0.001218438765
543	0.001218218297
544	0.001217940187
545	0.001217734577
546	0.001217541448
547	0.001217222653
548	0.001216953552
8
549	0.001337517891
550	0.001337292833
551	0.001337021838
552	0.001336765673
553	0.001336510592
